,SOL_standard,fl_goescls,boundbox_c1ll,boundbox_c1ur,boundbox_c2ll,boundbox_c2ur,event_starttime,event_endtime,search_observatory
0,SOL2016-07-02T04:00:00L016C090,B1.6,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-07-02T04:00:00,2016-07-02T04:10:00,GOES
1,SOL2016-07-02T04:00:00L345C107,B1.6,-33.0,-31.0,-18.0,-16.0,2016-07-02T04:00:00,2016-07-02T04:10:00,SDO
2,SOL2016-07-02T04:02:33L344C108,,-537.5999755859375,-460.79998779296875,-384.0,-307.20001220703125,2016-07-02T04:02:33,2016-07-02T04:12:33,SDO
3,SOL2016-07-03T07:55:00L273C095,B1.5,-90.0,-88.0,-6.0,-4.0,2016-07-03T07:55:00,2016-07-03T08:40:00,SDO
4,SOL2016-07-03T09:52:00L004C075,B1.6,3.5,4.5,14.5,15.5,2016-07-03T09:52:00,2016-07-03T10:03:00,GOES
5,SOL2016-07-03T09:52:00L003C075,B1.6,2.0,4.0,14.0,16.0,2016-07-03T09:52:00,2016-07-03T10:03:00,SDO
6,SOL2016-07-04T01:57:00L352C090,B1.7,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-07-04T01:57:00,2016-07-04T02:04:00,GOES
7,SOL2016-07-04T01:57:00L003C074,B1.7,11.0,13.0,15.0,17.0,2016-07-04T01:57:00,2016-07-04T02:04:00,SDO
8,SOL2016-07-04T01:59:09L003C076,,153.60000610351562,230.39999389648438,153.60000610351562,230.39999389648438,2016-07-04T01:59:09,2016-07-04T02:03:09,SDO
9,SOL2016-07-04T08:26:01L001C074,,133.6999969482422,285.5,165.5,271.6000061035156,2016-07-04T08:26:01,2016-07-04T09:13:22,IRIS
10,SOL2016-07-04T08:31:00L003C075,B1.6,15.0,17.0,14.0,16.0,2016-07-04T08:31:00,2016-07-04T09:20:00,SDO
11,SOL2016-07-04T08:31:00L348C090,B1.6,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-07-04T08:31:00,2016-07-04T09:20:00,GOES
12,SOL2016-07-05T19:10:00L005C071,B3.7,36.0,38.0,18.0,20.0,2016-07-05T19:10:00,2016-07-06T02:30:00,SDO
13,SOL2016-07-07T02:58:09L346C108,,460.79998779296875,537.5999755859375,-384.0,-307.20001220703125,2016-07-07T02:58:09,2016-07-07T03:27:09,SDO
