,SOL_standard,fl_goescls,boundbox_c1ll,boundbox_c1ur,boundbox_c2ll,boundbox_c2ur,event_starttime,event_endtime,search_observatory
0,SOL2016-01-01T00:57:57L185C075,,-998.4000244140625,-921.5999755859375,230.39999389648438,307.20001220703125,2016-01-01T00:57:57,2016-01-01T01:05:09,SDO
1,SOL2016-01-01T02:08:33L327C112,,691.2000122070312,768.0,-384.0,-307.20001220703125,2016-01-01T02:08:33,2016-01-01T02:11:33,SDO
2,SOL2016-01-01T02:47:21L350C111,,844.7999877929688,921.5999755859375,-384.0,-230.39999389648438,2016-01-01T02:47:21,2016-01-01T03:07:45,SDO
3,SOL2016-01-01T02:47:23L350C111,,844.7999877929688,921.5999755859375,-384.0,-307.20001220703125,2016-01-01T02:47:23,2016-01-01T03:00:47,SDO
4,SOL2016-01-01T02:47:24L350C111,,844.7999877929688,921.5999755859375,-384.0,-307.20001220703125,2016-01-01T02:47:24,2016-01-01T02:59:24,SDO
5,SOL2016-01-01T04:38:00L272C090,B6.2,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-01-01T04:38:00,2016-01-01T04:51:00,GOES
6,SOL2016-01-01T04:38:00L339C109,B6.2,66.0,68.0,-20.0,-18.0,2016-01-01T04:38:00,2016-01-01T04:51:00,SDO
7,SOL2016-01-01T04:39:09L183C079,,-998.4000244140625,-921.5999755859375,153.60000610351562,307.20001220703125,2016-01-01T04:39:09,2016-01-01T04:47:21,SDO
8,SOL2016-01-01T05:40:33L348C111,,844.7999877929688,921.5999755859375,-384.0,-230.39999389648438,2016-01-01T05:40:33,2016-01-01T05:56:57,SDO
9,SOL2016-01-01T05:41:59L343C106,,844.7999877929688,921.5999755859375,-307.20001220703125,-230.39999389648438,2016-01-01T05:41:59,2016-01-01T05:46:23,SDO
10,SOL2016-01-01T06:30:45L342C106,,844.7999877929688,998.4000244140625,-307.20001220703125,-230.39999389648438,2016-01-01T06:30:45,2016-01-01T07:20:09,SDO
11,SOL2016-01-01T06:33:00L338C109,C2.3,66.5,67.5,-19.5,-18.5,2016-01-01T06:33:00,2016-01-01T06:43:00,GOES
