,SOL_standard,fl_goescls,boundbox_c1ll,boundbox_c1ur,boundbox_c2ll,boundbox_c2ur,event_starttime,event_endtime,search_observatory
0,SOL2015-07-01T00:49:57L143C077,,-614.4000244140625,-537.5999755859375,153.60000610351562,230.39999389648438,2015-07-01T00:49:57,2015-07-01T00:57:21,SDO
1,SOL2015-07-01T00:50:11L143C077,,-614.4000244140625,-537.5999755859375,153.60000610351562,230.39999389648438,2015-07-01T00:50:11,2015-07-01T00:55:11,SDO
2,SOL2015-07-01T00:50:12L143C077,,-614.4000244140625,-537.5999755859375,153.60000610351562,230.39999389648438,2015-07-01T00:50:12,2015-07-01T00:55:36,SDO
3,SOL2015-07-01T02:09:21L120C077,,-844.7999877929688,-768.0,153.60000610351562,230.39999389648438,2015-07-01T02:09:21,2015-07-01T02:21:33,SDO
4,SOL2015-07-01T05:40:00L181C090,B8.8,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2015-07-01T05:40:00,2015-07-01T06:29:00,GOES
5,SOL2015-07-01T05:40:00L123C076,B8.8,-58.0,-56.0,13.0,15.0,2015-07-01T05:40:00,2015-07-01T06:29:00,SDO
6,SOL2015-07-01T05:57:57L127C077,,-768.0,-691.2000122070312,153.60000610351562,230.39999389648438,2015-07-01T05:57:57,2015-07-01T06:26:57,SDO
7,SOL2015-07-01T10:40:57L124C077,,-768.0,-691.2000122070312,153.60000610351562,230.39999389648438,2015-07-01T10:40:57,2015-07-01T10:43:33,SDO
8,SOL2015-07-01T10:40:59L124C077,,-768.0,-691.2000122070312,153.60000610351562,230.39999389648438,2015-07-01T10:40:59,2015-07-01T10:43:23,SDO
9,SOL2015-07-01T10:41:00L124C077,,-768.0,-691.2000122070312,153.60000610351562,230.39999389648438,2015-07-01T10:41:00,2015-07-01T10:43:24,SDO
10,SOL2015-07-01T22:42:00L089C107,C1.4,-82.0,-80.0,-18.0,-16.0,2015-07-01T22:42:00,2015-07-01T22:51:00,SDO
11,SOL2015-07-01T22:42:00L170C090,C1.4,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2015-07-01T22:42:00,2015-07-01T23:01:00,GOES
12,SOL2015-07-02T01:13:00L169C090,C1.0,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2015-07-02T01:13:00,2015-07-02T02:05:00,GOES
13,SOL2015-07-02T01:13:00L119C076,C1.0,-51.0,-49.0,13.0,15.0,2015-07-02T01:13:00,2015-07-02T02:05:00,SDO
14,SOL2015-07-02T01:33:57L116C077,,-768.0,-691.2000122070312,153.60000610351562,230.39999389648438,2015-07-02T01:33:57,2015-07-02T01:45:09,SDO
15,SOL2015-07-02T01:39:09L092C105,,-921.5999755859375,-844.7999877929688,-307.20001220703125,-230.39999389648438,2015-07-02T01:39:09,2015-07-02T02:04:09,SDO
16,SOL2015-07-02T02:34:21L092C105,,-921.5999755859375,-844.7999877929688,-307.20001220703125,-230.39999389648438,2015-07-02T02:34:21,2015-07-02T02:41:33,SDO
17,SOL2015-07-02T03:26:21L091C105,,-921.5999755859375,-844.7999877929688,-307.20001220703125,-230.39999389648438,2015-07-02T03:26:21,2015-07-02T03:28:45,SDO
18,SOL2015-07-02T05:55:00L136C073,C1.4,-31.0,-29.0,16.0,18.0,2015-07-02T05:55:00,2015-07-02T06:33:00,SDO
