,SOL_standard,fl_goescls,boundbox_c1ll,boundbox_c1ur,boundbox_c2ll,boundbox_c2ur,event_starttime,event_endtime,search_observatory
0,SOL2016-10-01T00:38:57L167C079,,-998.4000244140625,-921.5999755859375,153.60000610351562,230.39999389648438,2016-10-01T00:38:57,2016-10-01T00:41:57,SDO
1,SOL2016-10-01T02:15:00L256C090,B3.4,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-01T02:15:00,2016-10-01T02:24:00,GOES
2,SOL2016-10-01T02:15:00L167C077,B3.4,-89.0,-87.0,12.0,14.0,2016-10-01T02:15:00,2016-10-01T02:24:00,SDO
3,SOL2016-10-02T04:48:21L169C077,,-921.5999755859375,-844.7999877929688,153.60000610351562,230.39999389648438,2016-10-02T04:48:21,2016-10-02T05:09:57,SDO
4,SOL2016-10-02T04:49:00L241C090,B4.8,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-02T04:49:00,2016-10-02T05:08:00,GOES
5,SOL2016-10-02T04:49:00L171C078,B4.8,-70.0,-68.0,11.0,13.0,2016-10-02T04:49:00,2016-10-02T05:08:00,SDO
6,SOL2016-10-02T16:27:00L235C090,B3.7,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-02T16:27:00,2016-10-02T16:41:00,GOES
7,SOL2016-10-02T16:27:00L147C107,B3.7,-88.0,-86.0,-18.0,-16.0,2016-10-02T16:27:00,2016-10-02T16:41:00,SDO
8,SOL2016-10-02T16:58:57L175C080,,-921.5999755859375,-768.0,76.80000305175781,230.39999389648438,2016-10-02T16:58:57,2016-10-02T18:59:45,SDO
9,SOL2016-10-02T17:41:00L168C077,B2.8,-65.5,-64.5,12.5,13.5,2016-10-02T17:41:00,2016-10-02T17:49:00,GOES
10,SOL2016-10-02T17:41:00L170C077,B2.8,-64.0,-62.0,12.0,14.0,2016-10-02T17:41:00,2016-10-02T17:49:00,SDO
11,SOL2016-10-02T18:53:00L169C080,B3.4,-63.5,-62.5,9.5,10.5,2016-10-02T18:53:00,2016-10-02T18:59:00,GOES
12,SOL2016-10-02T18:53:00L170C080,B3.4,-63.0,-61.0,9.0,11.0,2016-10-02T18:53:00,2016-10-02T18:59:00,SDO
13,SOL2016-10-02T18:55:47L174C080,,-844.7999877929688,-768.0,76.80000305175781,153.60000610351562,2016-10-02T18:55:47,2016-10-02T18:57:59,SDO
14,SOL2016-10-02T18:55:48L174C080,,-844.7999877929688,-768.0,76.80000305175781,153.60000610351562,2016-10-02T18:55:48,2016-10-02T18:58:00,SDO
15,SOL2016-10-02T18:55:54L174C080,,-844.7999877929688,-768.0,76.80000305175781,153.60000610351562,2016-10-02T18:55:54,2016-10-02T18:58:06,SDO
16,SOL2016-10-02T19:19:45L174C080,,-844.7999877929688,-768.0,76.80000305175781,153.60000610351562,2016-10-02T19:19:45,2016-10-02T19:22:57,SDO
17,SOL2016-10-03T03:00:57L169C080,,-844.7999877929688,-768.0,76.80000305175781,153.60000610351562,2016-10-03T03:00:57,2016-10-03T03:11:57,SDO
18,SOL2016-10-03T15:15:33L171C079,,-768.0,-691.2000122070312,76.80000305175781,153.60000610351562,2016-10-03T15:15:33,2016-10-03T15:58:21,SDO
19,SOL2016-10-03T22:52:09L145C104,,-921.5999755859375,-844.7999877929688,-307.20001220703125,-153.60000610351562,2016-10-03T22:52:09,2016-10-03T22:58:57,SDO
20,SOL2016-10-03T22:52:35L145C104,,-921.5999755859375,-844.7999877929688,-307.20001220703125,-153.60000610351562,2016-10-03T22:52:35,2016-10-03T22:57:59,SDO
21,SOL2016-10-04T03:53:00L215C090,B6.1,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-04T03:53:00,2016-10-04T04:24:00,GOES
22,SOL2016-10-04T03:53:00L170C077,B6.1,-45.0,-43.0,12.0,14.0,2016-10-04T03:53:00,2016-10-04T04:24:00,SDO
23,SOL2016-10-04T05:32:21L142C104,,-921.5999755859375,-844.7999877929688,-307.20001220703125,-230.39999389648438,2016-10-04T05:32:21,2016-10-04T05:34:57,SDO
24,SOL2016-10-04T05:32:35L142C104,,-921.5999755859375,-844.7999877929688,-307.20001220703125,-230.39999389648438,2016-10-04T05:32:35,2016-10-04T05:34:47,SDO
25,SOL2016-10-04T05:32:36L142C104,,-921.5999755859375,-844.7999877929688,-307.20001220703125,-230.39999389648438,2016-10-04T05:32:36,2016-10-04T05:34:48,SDO
26,SOL2016-10-04T17:10:45L147C102,,-844.7999877929688,-768.0,-307.20001220703125,-230.39999389648438,2016-10-04T17:10:45,2016-10-04T17:12:57,SDO
27,SOL2016-10-04T22:23:33L172C078,,-537.5999755859375,-460.79998779296875,76.80000305175781,153.60000610351562,2016-10-04T22:23:33,2016-10-04T22:26:33,SDO
28,SOL2016-10-05T01:10:00L169C076,B5.6,-33.5,-32.5,13.5,14.5,2016-10-05T01:10:00,2016-10-05T01:16:00,GOES
29,SOL2016-10-05T01:10:00L170C077,B5.6,-33.0,-31.0,12.0,14.0,2016-10-05T01:10:00,2016-10-05T01:16:00,SDO
30,SOL2016-10-05T01:11:21L170C078,,-537.5999755859375,-460.79998779296875,76.80000305175781,153.60000610351562,2016-10-05T01:11:21,2016-10-05T01:17:09,SDO
31,SOL2016-10-05T01:11:35L170C078,,-537.5999755859375,-460.79998779296875,76.80000305175781,153.60000610351562,2016-10-05T01:11:35,2016-10-05T01:17:35,SDO
32,SOL2016-10-05T01:11:36L170C078,,-537.5999755859375,-460.79998779296875,76.80000305175781,153.60000610351562,2016-10-05T01:11:36,2016-10-05T01:16:48,SDO
33,SOL2016-10-05T01:11:42L170C078,,-537.5999755859375,-460.79998779296875,76.80000305175781,153.60000610351562,2016-10-05T01:11:42,2016-10-05T01:16:42,SDO
34,SOL2016-10-05T07:58:33L172C078,,-460.79998779296875,-384.0,76.80000305175781,153.60000610351562,2016-10-05T07:58:33,2016-10-05T08:13:45,SDO
35,SOL2016-10-06T09:57:09L173C077,,-230.39999389648438,-153.60000610351562,76.80000305175781,153.60000610351562,2016-10-06T09:57:09,2016-10-06T10:05:09,SDO
36,SOL2016-10-06T10:10:21L173C077,,-230.39999389648438,-153.60000610351562,76.80000305175781,153.60000610351562,2016-10-06T10:10:21,2016-10-06T10:12:45,SDO
37,SOL2016-10-06T11:34:00L185C090,B2.8,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-06T11:34:00,2016-10-06T11:41:00,GOES
38,SOL2016-10-06T11:34:00L175C076,B2.8,-10.0,-8.0,13.0,15.0,2016-10-06T11:34:00,2016-10-06T11:41:00,SDO
39,SOL2016-10-06T11:36:09L172C077,,-230.39999389648438,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T11:36:09,2016-10-06T11:39:21,SDO
40,SOL2016-10-06T12:39:21L171C077,,-230.39999389648438,-153.60000610351562,76.80000305175781,153.60000610351562,2016-10-06T12:39:21,2016-10-06T12:43:33,SDO
41,SOL2016-10-06T12:39:23L171C077,,-230.39999389648438,-153.60000610351562,76.80000305175781,153.60000610351562,2016-10-06T12:39:23,2016-10-06T12:47:35,SDO
42,SOL2016-10-06T12:39:24L171C077,,-230.39999389648438,-153.60000610351562,76.80000305175781,153.60000610351562,2016-10-06T12:39:24,2016-10-06T12:47:00,SDO
43,SOL2016-10-06T12:39:42L171C077,,-230.39999389648438,-153.60000610351562,76.80000305175781,153.60000610351562,2016-10-06T12:39:42,2016-10-06T12:41:42,SDO
44,SOL2016-10-06T14:38:45L170C077,,-230.39999389648438,-153.60000610351562,76.80000305175781,153.60000610351562,2016-10-06T14:38:45,2016-10-06T14:42:09,SDO
45,SOL2016-10-06T16:26:33L174C077,,-230.39999389648438,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T16:26:33,2016-10-06T16:42:45,SDO
46,SOL2016-10-06T17:32:45L173C077,,-153.60000610351562,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T17:32:45,2016-10-06T17:36:57,SDO
47,SOL2016-10-06T17:32:47L173C077,,-153.60000610351562,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T17:32:47,2016-10-06T17:37:47,SDO
48,SOL2016-10-06T17:40:45L173C077,,-153.60000610351562,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T17:40:45,2016-10-06T17:55:45,SDO
49,SOL2016-10-06T18:22:09L173C077,,-153.60000610351562,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T18:22:09,2016-10-06T18:24:45,SDO
50,SOL2016-10-06T19:08:45L172C077,,-153.60000610351562,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T19:08:45,2016-10-06T19:12:21,SDO
51,SOL2016-10-06T19:09:00L172C077,,-153.60000610351562,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T19:09:00,2016-10-06T19:12:12,SDO
52,SOL2016-10-06T20:14:45L172C077,,-153.60000610351562,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T20:14:45,2016-10-06T20:25:57,SDO
53,SOL2016-10-06T21:23:09L171C077,,-153.60000610351562,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T21:23:09,2016-10-06T21:26:21,SDO
54,SOL2016-10-06T21:23:11L171C077,,-153.60000610351562,-76.80000305175781,76.80000305175781,153.60000610351562,2016-10-06T21:23:11,2016-10-06T21:25:11,SDO
55,SOL2016-10-06T23:57:45L144C105,,-537.5999755859375,-460.79998779296875,-384.0,-307.20001220703125,2016-10-06T23:57:45,2016-10-06T23:59:45,SDO
56,SOL2016-10-07T00:36:00L176C090,B3.5,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-07T00:36:00,2016-10-07T00:44:00,GOES
57,SOL2016-10-07T00:36:00L173C077,B3.5,-4.0,-2.0,12.0,14.0,2016-10-07T00:36:00,2016-10-07T00:44:00,SDO
58,SOL2016-10-07T00:38:09L174C077,,-76.80000305175781,0.0,76.80000305175781,153.60000610351562,2016-10-07T00:38:09,2016-10-07T00:42:57,SDO
59,SOL2016-10-07T01:15:09L174C077,,-76.80000305175781,0.0,76.80000305175781,153.60000610351562,2016-10-07T01:15:09,2016-10-07T01:17:33,SDO
60,SOL2016-10-07T04:09:21L172C077,,-76.80000305175781,0.0,76.80000305175781,153.60000610351562,2016-10-07T04:09:21,2016-10-07T04:22:21,SDO
61,SOL2016-10-07T04:09:23L172C077,,-76.80000305175781,0.0,76.80000305175781,153.60000610351562,2016-10-07T04:09:23,2016-10-07T12:09:35,SDO
62,SOL2016-10-07T04:12:48L172C077,,-76.80000305175781,0.0,76.80000305175781,153.60000610351562,2016-10-07T04:12:48,2016-10-07T04:17:00,SDO
63,SOL2016-10-07T06:14:33L171C077,,-76.80000305175781,0.0,76.80000305175781,153.60000610351562,2016-10-07T06:14:33,2016-10-07T06:17:09,SDO
64,SOL2016-10-07T06:24:57L171C077,,-76.80000305175781,0.0,76.80000305175781,153.60000610351562,2016-10-07T06:24:57,2016-10-07T06:27:21,SDO
65,SOL2016-10-07T21:20:45L138C105,,-460.79998779296875,-307.20001220703125,-384.0,-307.20001220703125,2016-10-07T21:20:45,2016-10-07T21:29:57,SDO
66,SOL2016-10-07T23:20:33L171C077,,76.80000305175781,153.60000610351562,76.80000305175781,153.60000610351562,2016-10-07T23:20:33,2016-10-07T23:26:45,SDO
67,SOL2016-10-08T00:26:57L175C077,,76.80000305175781,230.39999389648438,76.80000305175781,153.60000610351562,2016-10-08T00:26:57,2016-10-08T00:30:21,SDO
68,SOL2016-10-08T02:15:00L173C075,B5.3,10.0,12.0,14.0,16.0,2016-10-08T02:15:00,2016-10-08T02:25:00,SDO
69,SOL2016-10-08T02:15:00L162C090,B5.3,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-08T02:15:00,2016-10-08T02:25:00,GOES
70,SOL2016-10-08T02:16:21L174C077,,153.60000610351562,230.39999389648438,76.80000305175781,230.39999389648438,2016-10-08T02:16:21,2016-10-08T02:24:45,SDO
71,SOL2016-10-08T03:05:45L174C077,,153.60000610351562,230.39999389648438,76.80000305175781,153.60000610351562,2016-10-08T03:05:45,2016-10-08T03:09:21,SDO
72,SOL2016-10-08T03:05:47L174C077,,153.60000610351562,230.39999389648438,76.80000305175781,153.60000610351562,2016-10-08T03:05:47,2016-10-08T03:08:35,SDO
73,SOL2016-10-08T03:05:48L174C077,,153.60000610351562,230.39999389648438,76.80000305175781,153.60000610351562,2016-10-08T03:05:48,2016-10-08T03:10:24,SDO
74,SOL2016-10-08T03:25:33L173C077,,153.60000610351562,230.39999389648438,76.80000305175781,153.60000610351562,2016-10-08T03:25:33,2016-10-08T03:29:57,SDO
75,SOL2016-10-08T04:30:09L173C077,,153.60000610351562,230.39999389648438,76.80000305175781,153.60000610351562,2016-10-08T04:30:09,2016-10-08T04:35:09,SDO
76,SOL2016-10-08T12:36:13L145C104,,-230.39999389648438,-153.60000610351562,-384.0,-307.20001220703125,2016-10-08T12:36:13,2016-10-08T12:38:13,SDO
77,SOL2016-10-08T12:40:09L145C104,,-230.39999389648438,-153.60000610351562,-384.0,-307.20001220703125,2016-10-08T12:40:09,2016-10-08T12:43:45,SDO
78,SOL2016-10-08T12:58:21L139C109,,-307.20001220703125,-230.39999389648438,-460.79998779296875,-384.0,2016-10-08T12:58:21,2016-10-08T13:01:21,SDO
79,SOL2016-10-08T19:59:57L175C073,,307.20001220703125,384.0,153.60000610351562,230.39999389648438,2016-10-08T19:59:57,2016-10-08T20:02:57,SDO
80,SOL2016-10-08T19:59:59L175C073,,307.20001220703125,384.0,153.60000610351562,230.39999389648438,2016-10-08T19:59:59,2016-10-08T20:02:11,SDO
81,SOL2016-10-08T20:38:21L145C104,,-230.39999389648438,-76.80000305175781,-384.0,-307.20001220703125,2016-10-08T20:38:21,2016-10-08T20:40:57,SDO
82,SOL2016-10-08T20:38:23L145C104,,-153.60000610351562,-76.80000305175781,-384.0,-307.20001220703125,2016-10-08T20:38:23,2016-10-08T20:40:23,SDO
83,SOL2016-10-08T20:38:24L145C104,,-153.60000610351562,-76.80000305175781,-384.0,-307.20001220703125,2016-10-08T20:38:24,2016-10-08T20:40:24,SDO
84,SOL2016-10-08T20:38:30L145C104,,-153.60000610351562,-76.80000305175781,-384.0,-307.20001220703125,2016-10-08T20:38:30,2016-10-08T20:40:30,SDO
85,SOL2016-10-09T01:54:33L142C104,,-153.60000610351562,-76.80000305175781,-384.0,-307.20001220703125,2016-10-09T01:54:33,2016-10-09T01:57:09,SDO
86,SOL2016-10-09T16:36:33L098C079,,-691.2000122070312,-614.4000244140625,76.80000305175781,153.60000610351562,2016-10-09T16:36:33,2016-10-09T16:39:57,SDO
87,SOL2016-10-09T16:36:47L098C079,,-691.2000122070312,-614.4000244140625,76.80000305175781,153.60000610351562,2016-10-09T16:36:47,2016-10-09T16:39:23,SDO
88,SOL2016-10-09T18:12:21L172C078,,460.79998779296875,537.5999755859375,76.80000305175781,153.60000610351562,2016-10-09T18:12:21,2016-10-09T18:14:33,SDO
89,SOL2016-10-09T18:58:00L140C090,B5.1,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-09T18:58:00,2016-10-09T19:10:00,GOES
90,SOL2016-10-09T18:58:00L172C080,B5.1,31.0,33.0,9.0,11.0,2016-10-09T18:58:00,2016-10-09T19:10:00,SDO
91,SOL2016-10-09T18:58:00L172C079,B5.1,31.0,33.0,10.0,12.0,2016-10-09T18:58:00,2016-10-09T19:10:00,SDO
92,SOL2016-10-09T18:59:21L172C078,,460.79998779296875,537.5999755859375,76.80000305175781,153.60000610351562,2016-10-09T18:59:21,2016-10-09T19:09:45,SDO
93,SOL2016-10-09T18:59:23L172C078,,460.79998779296875,537.5999755859375,76.80000305175781,153.60000610351562,2016-10-09T18:59:23,2016-10-09T19:07:47,SDO
94,SOL2016-10-09T19:01:48L172C078,,460.79998779296875,537.5999755859375,76.80000305175781,153.60000610351562,2016-10-09T19:01:48,2016-10-09T19:03:48,SDO
95,SOL2016-10-10T00:54:00L137C090,B4.1,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-10T00:54:00,2016-10-10T01:10:00,GOES
96,SOL2016-10-10T00:54:00L174C076,B4.1,36.0,38.0,13.0,15.0,2016-10-10T00:54:00,2016-10-10T01:10:00,SDO
97,SOL2016-10-10T01:03:21L148C104,,153.60000610351562,230.39999389648438,-384.0,-307.20001220703125,2016-10-10T01:03:21,2016-10-10T01:09:09,SDO
98,SOL2016-10-10T01:17:00L136C090,B4.6,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-10T01:17:00,2016-10-10T01:31:00,GOES
99,SOL2016-10-10T01:17:00L173C077,B4.6,36.0,38.0,12.0,14.0,2016-10-10T01:17:00,2016-10-10T01:31:00,SDO
100,SOL2016-10-10T04:53:45L173C074,,537.5999755859375,614.4000244140625,153.60000610351562,230.39999389648438,2016-10-10T04:53:45,2016-10-10T05:14:57,SDO
101,SOL2016-10-10T12:22:09L174C079,,614.4000244140625,691.2000122070312,76.80000305175781,153.60000610351562,2016-10-10T12:22:09,2016-10-10T12:24:21,SDO
102,SOL2016-10-10T13:05:45L147C105,,230.39999389648438,307.20001220703125,-384.0,-307.20001220703125,2016-10-10T13:05:45,2016-10-10T13:10:45,SDO
103,SOL2016-10-10T14:11:57L182C075,,691.2000122070312,768.0,153.60000610351562,230.39999389648438,2016-10-10T14:11:57,2016-10-10T14:14:21,SDO
104,SOL2016-10-10T17:27:09L144C105,,230.39999389648438,307.20001220703125,-384.0,-307.20001220703125,2016-10-10T17:27:09,2016-10-10T17:29:21,SDO
105,SOL2016-10-10T17:36:00L127C090,B3.8,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-10T17:36:00,2016-10-10T17:43:00,GOES
106,SOL2016-10-10T17:37:57L144C105,,230.39999389648438,307.20001220703125,-384.0,-307.20001220703125,2016-10-10T17:37:57,2016-10-10T17:43:33,SDO
107,SOL2016-10-10T17:38:12L144C105,,230.39999389648438,307.20001220703125,-384.0,-307.20001220703125,2016-10-10T17:38:12,2016-10-10T17:40:12,SDO
108,SOL2016-10-10T19:53:00L126C090,B4.0,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-10T19:53:00,2016-10-10T20:00:00,GOES
109,SOL2016-10-10T19:54:45L037C084,,-998.4000244140625,-921.5999755859375,76.80000305175781,153.60000610351562,2016-10-10T19:54:45,2016-10-10T19:59:45,SDO
110,SOL2016-10-10T21:16:21L142C105,,230.39999389648438,307.20001220703125,-384.0,-307.20001220703125,2016-10-10T21:16:21,2016-10-10T21:18:57,SDO
111,SOL2016-10-11T04:52:57L173C075,,691.2000122070312,768.0,153.60000610351562,230.39999389648438,2016-10-11T04:52:57,2016-10-11T04:55:21,SDO
112,SOL2016-10-11T04:53:06L173C075,,691.2000122070312,768.0,153.60000610351562,230.39999389648438,2016-10-11T04:53:06,2016-10-11T04:55:30,SDO
113,SOL2016-10-11T04:53:11L173C075,,691.2000122070312,768.0,153.60000610351562,230.39999389648438,2016-10-11T04:53:11,2016-10-11T04:55:11,SDO
114,SOL2016-10-11T04:53:12L173C075,,691.2000122070312,768.0,153.60000610351562,230.39999389648438,2016-10-11T04:53:12,2016-10-11T04:55:12,SDO
115,SOL2016-10-11T06:47:57L181C076,,768.0,844.7999877929688,153.60000610351562,230.39999389648438,2016-10-11T06:47:57,2016-10-11T06:50:57,SDO
116,SOL2016-10-11T07:30:45L177C085,,768.0,844.7999877929688,0.0,76.80000305175781,2016-10-11T07:30:45,2016-10-11T07:35:33,SDO
117,SOL2016-10-11T09:08:45L171C075,,691.2000122070312,768.0,153.60000610351562,230.39999389648438,2016-10-11T09:08:45,2016-10-11T09:12:57,SDO
118,SOL2016-10-11T09:45:00L119C090,B3.7,-89.9000015258789,89.9000015258789,-89.9000015258789,89.9000015258789,2016-10-11T09:45:00,2016-10-11T09:51:00,GOES
119,SOL2016-10-11T09:47:09L176C085,,768.0,844.7999877929688,0.0,76.80000305175781,2016-10-11T09:47:09,2016-10-11T09:50:57,SDO
120,SOL2016-10-11T09:58:33L176C085,,768.0,844.7999877929688,0.0,76.80000305175781,2016-10-11T09:58:33,2016-10-11T10:02:57,SDO
121,SOL2016-10-11T11:04:45L175C085,,768.0,844.7999877929688,0.0,76.80000305175781,2016-10-11T11:04:45,2016-10-11T11:07:21,SDO
122,SOL2016-10-11T12:14:33L049C081,,-921.5999755859375,-844.7999877929688,76.80000305175781,153.60000610351562,2016-10-11T12:14:33,2016-10-11T12:18:33,SDO
123,SOL2016-10-11T12:52:21L185C086,,844.7999877929688,921.5999755859375,0.0,76.80000305175781,2016-10-11T12:52:21,2016-10-11T12:58:57,SDO
124,SOL2016-10-11T13:17:21L185C086,,844.7999877929688,921.5999755859375,0.0,76.80000305175781,2016-10-11T13:17:21,2016-10-11T13:23:57,SDO
125,SOL2016-10-11T13:42:21L143C105,,384.0,460.79998779296875,-384.0,-307.20001220703125,2016-10-11T13:42:21,2016-10-11T13:47:33,SDO
126,SOL2016-10-11T16:31:45L175C076,,768.0,844.7999877929688,153.60000610351562,230.39999389648438,2016-10-11T16:31:45,2016-10-11T16:33:57,SDO
127,SOL2016-10-12T00:47:45L143C105,,460.79998779296875,537.5999755859375,-384.0,-307.20001220703125,2016-10-12T00:47:45,2016-10-12T01:05:45,SDO
128,SOL2016-10-12T05:34:00L179C086,B5.3,70.5,71.5,3.5,4.5,2016-10-12T05:34:00,2016-10-12T05:39:00,GOES
129,SOL2016-10-12T05:36:09L176C081,,844.7999877929688,921.5999755859375,76.80000305175781,153.60000610351562,2016-10-12T05:36:09,2016-10-12T05:40:45,SDO
130,SOL2016-10-12T11:51:00L142C108,C1.1,37.5,38.5,-18.5,-17.5,2016-10-12T11:51:00,2016-10-12T11:59:00,GOES
131,SOL2016-10-12T11:52:30L142C103,,556.2999877929688,581.0,-317.8999938964844,-294.1000061035156,2016-10-12T11:52:30,2016-10-12T11:59:19,IRIS
132,SOL2016-10-12T11:52:45L143C106,,537.5999755859375,614.4000244140625,-384.0,-230.39999389648438,2016-10-12T11:52:45,2016-10-12T12:00:21,SDO
133,SOL2016-10-12T11:52:47L143C106,,537.5999755859375,614.4000244140625,-384.0,-230.39999389648438,2016-10-12T11:52:47,2016-10-12T11:56:35,SDO
134,SOL2016-10-12T11:52:48L143C106,,537.5999755859375,614.4000244140625,-384.0,-230.39999389648438,2016-10-12T11:52:48,2016-10-12T11:57:36,SDO
135,SOL2016-10-12T11:53:06L143C106,,537.5999755859375,614.4000244140625,-384.0,-230.39999389648438,2016-10-12T11:53:06,2016-10-12T11:57:42,SDO
